kuantKiri[4],kuantKiri[6],kuantKiri[8],kuantKiri[10],kuantKiri[12],kuantKiri[14],kuantKiri[16],kuantKiri[18],kuantKiri[20],kuantKiri[22],kuantKiri[24],kuantKiri[26],kuantKiri[28],kuantKiri[30],kuantKiri[32],kuantKiri[34],kuantKiri[36],kuantKiri[38],kuantKanan[4],kuantKanan[6],kuantKanan[8],kuantKanan[10],kuantKanan[12],kuantKanan[14],kuantKanan[16],kuantKanan[18],kuantKanan[20],kuantKanan[22],kuantKanan[24],kuantKanan[26],kuantKanan[28],kuantKanan[30],kuantKanan[32],kuantKanan[34],kuantKanan[36],kuantKanan[38],stateKiri[4],stateKiri[6],stateKiri[8],stateKiri[10],stateKiri[12],stateKiri[14],stateKiri[16],stateKiri[18],stateKiri[20],stateKiri[22],stateKiri[24],stateKiri[26],stateKiri[28],stateKiri[30],stateKiri[32],stateKiri[34],stateKiri[36],stateKiri[38],stateKanan[4],stateKanan[6],stateKanan[8],stateKanan[10],stateKanan[12],stateKanan[14],stateKanan[16],stateKanan[18],stateKanan[20],stateKanan[22],stateKanan[24],stateKanan[26],stateKanan[28],stateKanan[30],stateKanan[32],stateKanan[34],stateKanan[36],stateKanan[38],tanganKiri,tanganKanan,SRERX,SRERY,ERWRX,ERWRY,WRHRX,WRHRY,SLELX,SLELY,ELWLX,ELWLY,WLHLX,WLHLY,HRHLX,HRHLY,SSSRER,SRERWR,ERWRHR,SSSLEL,SLELWL,ELWLHL,DisHRHL,stringnamagerakan
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Open,Open,Open,Unknown,Open,Unknown,Open,Open,Unknown,Unknown,Open,Open,Open,Open,Unknown,Open,Unknown,Open,Perut,Kepala,0.185142857,0.020626161,-0.216,0.195428565,-0.023361418,0.03083955,-0.041142863,-0.287714285,-5.07E-06,-0.206276617,4.21E-06,-0.041140177,-0.326353729,-0.802827766,-2.937385624,-0.87056942,3.028543893,-2.075153363,-3.085277519,-3.231213409,0.866635632,Hormat
8,8,8,7,8,3,1,1,0,0,7,8,7,3,2,1,5,1,0,1,8,7,7,6,5,3,7,0,0,3,2,2,3,3,4,0,Not tracked,Not tracked,Not tracked,Unknown,Unknown,Open,Unknown,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Unknown,Open,Open,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Unknown,Unknown,Unknown,Open,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Unknown,Unknown,Not tracked,Not tracked,Not tracked,Perut,Perut,0.073888889,-0.193888889,-0.113611111,-0.050555556,-0.038611111,-0.011111111,-0.063055556,-0.193055556,0.098888889,-0.067222222,0.028611111,-0.015833333,-0.174444444,-0.020555556,2.25948365,1.682505074,1.287207828,-2.175056268,-1.84470077,-0.285793411,0.181422583,Bola
0,0,0,5,8,8,8,3,1,3,1,0,0,2,0,0,2,7,0,5,5,5,1,8,7,5,6,6,2,3,0,0,7,3,1,0,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Unknown,Unknown,Unknown,Open,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Unknown,Unknown,Unknown,Open,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Perut,Perut,0.077885802,-0.196774691,-0.119544753,-0.06279321,-0.037739198,-0.017253086,-0.053140432,-0.196195988,0.100246914,-0.065200617,0.034405864,-0.026550926,-0.162623457,-0.016404321,2.311577417,1.728118401,1.050865328,-2.199743207,-1.671457337,0.216928038,0.168278269,Bola
0,3,0,8,8,8,3,8,7,3,4,1,1,0,0,7,7,0,1,5,3,1,8,7,6,7,7,6,6,7,2,7,0,0,0,6,Not tracked,Not tracked,Not tracked,Not tracked,Open,Open,Open,Unknown,Open,Open,Open,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Open,Unknown,Unknown,Unknown,Unknown,Unknown,Open,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Perut,Perut,0.076607939,-0.192410408,-0.134709576,-0.064522034,-0.031326089,-0.012145919,-0.041476123,-0.201838777,0.079173525,-0.062922239,0.011233496,-0.028237526,-0.190628429,-0.027955676,2.336663969,1.726890267,0.464226652,-2.144960816,-1.681966976,0.92227241,0.195006684,Bola
8,0,2,8,8,8,7,7,3,4,1,8,0,0,3,8,8,8,7,5,5,1,8,1,7,7,5,5,1,3,0,0,5,0,0,0,Not tracked,Not tracked,Not tracked,Not tracked,Open,Open,Open,Open,Open,Open,Unknown,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Open,Open,Unknown,Open,Unknown,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Perut,Perut,0.075461332,-0.197844734,-0.112630822,-0.04290339,-0.048370169,-0.015892942,-0.054485448,-0.19838441,0.08025482,-0.068414507,0.022256486,-0.027173265,-0.191128567,-0.042165435,2.268095488,1.553952435,0.369190753,-2.163101303,-1.701836207,-0.274358494,0.20939121,Bola
0,7,8,8,8,8,3,4,4,1,0,0,0,0,0,0,0,0,0,1,1,8,7,7,6,5,4,5,0,1,0,0,3,0,5,0,Not tracked,Not tracked,Open,Open,Open,Open,Open,Open,Open,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Open,Open,Unknown,Unknown,Open,Open,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Perut,Perut,0.077929481,-0.196606798,-0.111184189,-0.058969539,-0.037454727,-0.021274804,-0.053457929,-0.198010678,0.077507078,-0.074678181,0.027840458,-0.031310368,-0.203086905,-0.032004595,2.297540405,1.691451766,0.753077672,-2.17549339,-1.763919222,0.44763528,0.210054795,Bola
3,7,0,8,8,8,7,7,8,3,3,3,7,8,0,8,0,8,6,3,5,2,1,8,7,7,7,5,6,6,0,2,0,2,0,0,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Open,Open,Open,Open,Open,Open,Open,Open,Unknown,Not tracked,Unknown,Not tracked,Unknown,Not tracked,Not tracked,Not tracked,Not tracked,Open,Open,Unknown,Unknown,Unknown,Open,Open,Open,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Perut,Perut,0.078553597,-0.195739078,-0.110032894,-0.036638043,-0.039095965,-0.005868745,-0.050096054,-0.205222519,0.069097419,-0.054018838,0.021328902,-0.014758621,-0.213419081,-0.038389017,2.33459126,1.613944167,0.986114467,-2.178600411,-1.582129407,-1.237156563,0.226144799,Bola
8,8,1,5,8,8,8,7,8,8,7,4,4,1,1,7,1,0,0,3,5,6,2,1,8,7,7,7,7,6,4,5,5,2,5,0,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Open,Open,Open,Open,Open,Open,Open,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Open,Open,Open,Unknown,Open,Open,Open,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Perut,Perut,0.076626489,-0.198214974,-0.105834247,-0.036573279,-0.034974888,-0.013496354,-0.04722489,-0.201811737,0.077474928,-0.029556079,0.021981358,-0.017076628,-0.207317197,-0.001344139,2.302717282,1.520773785,1.243523554,-2.123612071,-1.176205501,0.099240189,0.217993476,Bola
0,0,8,1,8,8,8,8,7,4,1,0,7,0,0,0,0,0,0,8,7,1,1,1,7,7,7,6,5,6,7,2,0,0,3,0,Not tracked,Not tracked,Not tracked,Not tracked,Open,Open,Open,Open,Unknown,Open,Unknown,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Open,Open,Unknown,Unknown,Open,Unknown,Open,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Perut,Perut,0.082128514,-0.197172638,-0.118495396,-0.048515924,-0.035971525,0.00351399,-0.054367358,-0.203105882,0.097152081,-0.039432113,0.035888371,-0.019918795,-0.1721477,-0.021981782,2.355820814,1.527757022,0.362928956,-2.182403759,-1.536834936,-1.260726403,0.182220539,Bola
7,8,2,5,8,8,8,8,0,3,3,2,3,7,7,0,0,8,0,0,2,3,1,7,8,7,7,6,6,5,0,1,8,1,0,8,Not tracked,Not tracked,Not tracked,Not tracked,Open,Open,Open,Open,Open,Open,Open,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Open,Unknown,Unknown,Unknown,Unknown,Unknown,Open,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Perut,Perut,0.085059125,-0.190477018,-0.105513761,-0.061069887,-0.039888098,-0.015180167,-0.048732427,-0.198975163,0.074643113,-0.061650892,0.033774677,-0.019997744,-0.207837436,-0.013943938,2.325336198,1.678301629,1.106869579,-2.110256626,-1.606943057,-0.685725368,0.213614694,Bola
1,4,5,8,8,8,8,8,7,7,3,3,3,0,3,0,1,0,5,5,5,7,3,7,8,7,7,7,6,4,6,5,6,0,4,0,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Open,Unknown,Open,Not tracked,Open,Open,Open,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Open,Unknown,Unknown,Unknown,Open,Open,Unknown,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Perut,Perut,0.079307198,-0.191679917,-0.131264271,-0.060029719,-0.041108003,-0.014588338,-0.054687012,-0.200527088,0.080962309,-0.067823636,0.030104852,-0.015555493,-0.177162151,-0.021776221,2.29283096,1.657858075,0.661949719,-2.151064103,-1.67218269,0.44710278,0.186444939,Bola
0,0,0,5,8,8,0,7,7,0,3,4,4,0,0,2,3,0,7,0,8,5,2,8,8,7,7,7,5,6,3,0,0,0,0,0,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Open,Unknown,Unknown,Open,Open,Open,Open,Unknown,Open,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Open,Unknown,Unknown,Unknown,Lasso,Open,Open,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Perut,Perut,0.084147422,-0.194768887,-0.116701785,-0.042778603,-0.045586333,-0.007627454,-0.053741306,-0.197514641,0.08641562,-0.063550657,0.025836246,-0.00876543,-0.186865615,-0.027827117,2.333746107,1.644932096,1.526112217,-2.16546123,-1.620769672,-1.082015684,0.205602677,Bola
0,0,0,4,4,8,8,8,7,7,4,1,0,7,1,7,0,3,0,5,5,5,3,3,8,7,7,7,6,5,6,1,5,1,5,1,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Open,Open,Unknown,Unknown,Open,Open,Open,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Open,Open,Unknown,Unknown,Open,Open,Unknown,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Perut,Perut,0.083170762,-0.191799136,-0.133241716,-0.044521628,-0.043766287,-0.01437854,-0.052881703,-0.199375407,0.082400434,-0.059543074,0.028495451,-0.010521262,-0.175190712,-0.022439642,2.317536194,1.568010917,0.664299596,-2.149566612,-1.490311607,-0.464246524,0.185151922,Bola
8,8,0,1,8,1,8,7,7,3,4,1,0,0,1,0,0,0,7,7,3,2,1,7,8,7,7,6,5,5,5,5,1,0,0,0,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Open,Open,Open,Open,Unknown,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Unknown,Unknown,Open,Open,Open,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Perut,Perut,0.076754743,-0.195605532,-0.129256714,-0.059570045,-0.036771286,-0.017621626,-0.055080047,-0.198315984,0.104511123,-0.065542863,0.042735985,-0.015847813,-0.142088631,-0.010901101,2.302316812,1.690372355,0.739980613,-2.204357798,-2.043112387,-1.262669659,0.154690956,Bola
0,0,0,3,8,8,8,7,7,3,3,4,1,1,0,0,0,0,0,0,0,8,1,8,7,7,7,6,6,5,0,1,1,0,0,0,Not tracked,Not tracked,Not tracked,Not tracked,Unknown,Open,Open,Open,Unknown,Open,Open,Open,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Unknown,Unknown,Unknown,Open,Unknown,Open,Open,Open,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Perut,Perut,0.079632076,-0.188489043,-0.095812687,-0.04332139,-0.042410313,-0.015211712,-0.057363335,-0.199953222,0.06873642,-0.047931746,0.027298222,-0.011551328,-0.22728024,-0.014469475,2.342669452,1.594558103,1.417488154,-2.212359886,-1.183514073,-2.227870795,0.23028939,Bola
0,0,8,8,8,8,8,7,3,3,4,1,1,0,0,0,3,0,1,3,1,8,8,7,7,7,6,6,4,7,1,0,1,0,0,0,Not tracked,Not tracked,Not tracked,Open,Open,Open,Open,Open,Open,Open,Open,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Open,Open,Unknown,Unknown,Unknown,Open,Open,Unknown,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Perut,Perut,0.071934224,-0.196902473,-0.108494797,-0.054814483,-0.033122509,-0.014033659,-0.055204537,-0.195832034,0.061076012,-0.063275882,0.022147173,-0.024209759,-0.229924451,-0.022346374,2.244671385,1.630140554,-0.110532641,-2.16798411,-1.257262625,-1.120124534,0.232564219,Bola
8,8,8,8,8,8,8,7,8,7,8,0,3,1,4,2,1,8,0,3,0,1,1,1,0,0,7,7,7,0,6,5,5,5,3,0,Not tracked,Not tracked,Not tracked,Not tracked,Open,Open,Open,Open,Open,Open,Open,Open,Open,Unknown,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Open,Open,Open,Open,Open,Open,Unknown,Open,Unknown,Open,Not tracked,Not tracked,Not tracked,Not tracked,Dada,Dada,0.080555556,-0.154444444,-0.058333333,0.076388889,-0.029166667,0.0325,-0.078888889,-0.155277778,0.046666667,0.074166667,0.011388889,0.034722222,-0.321388889,-0.004722222,2.422524285,-0.180664122,1.553176672,-2.426339063,0.320206848,-1.705309291,0.322084986,Bingkai
2,0,1,8,8,8,8,8,8,8,7,8,7,1,1,1,0,0,8,3,1,1,1,1,1,8,8,7,7,7,7,6,5,5,0,0,Not tracked,Not tracked,Not tracked,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Unknown,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Unknown,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Unknown,Not tracked,Not tracked,Not tracked,Dada,Dada,0.079459877,-0.140401235,-0.056898148,0.092955247,-0.016087963,0.031458333,-0.085802469,-0.144313272,0.043518519,0.098449074,0.01753858,0.045686728,-0.34753858,0.012368827,2.569121452,-0.373561377,0.971539185,-2.592959801,0.424725116,0.125457594,0.354230353,Bingkai
0,0,0,8,8,8,8,8,8,8,7,7,3,1,4,1,3,8,0,7,8,2,1,1,8,1,7,7,7,7,6,6,5,4,5,1,Not tracked,Not tracked,Not tracked,Open,Open,Open,Open,Open,Open,Open,Open,Unknown,Open,Unknown,Unknown,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Unknown,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Not tracked,Not tracked,Not tracked,Dada,Dada,0.092484997,-0.130288923,-0.055191615,0.101470979,-0.022113555,0.031707176,-0.092938957,-0.132619813,0.033708848,0.099123585,0.004098294,0.03321352,-0.375764961,-0.006878644,2.692709187,-0.366054489,0.136530516,-2.517829693,0.321676476,-1.339028608,0.376760393,Bingkai
8,1,0,8,8,8,8,8,8,7,7,7,7,7,1,1,4,1,0,0,0,1,2,8,1,1,1,7,7,7,7,7,5,5,5,3,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Open,Open,Open,Open,Open,Open,Unknown,Open,Unknown,Unknown,Unknown,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Unknown,Open,Open,Open,Open,Open,Open,Unknown,Unknown,Open,Unknown,Unknown,Not tracked,Dada,Dada,0.100346805,-0.12945247,-0.039310878,0.103374194,-0.021447599,0.036158533,-0.107026082,-0.122294995,0.035103024,0.0919201,0.008169397,0.033700376,-0.409049027,-0.008802185,2.740675787,-0.699829738,-0.992395236,-2.784603712,0.749445848,-0.885517844,0.409815285,Bingkai
6,8,8,8,8,8,8,8,8,7,3,7,3,1,4,0,0,1,4,0,8,1,1,1,1,1,0,7,6,7,6,5,5,0,0,0,Not tracked,Not tracked,Not tracked,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Unknown,Unknown,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Unknown,Unknown,Open,Open,Open,Open,Open,Open,Open,Open,Unknown,Open,Unknown,Not tracked,Not tracked,Not tracked,Dada,Dada,0.100287411,-0.132207013,-0.050258636,0.103149283,-0.016151322,0.035448848,-0.099917391,-0.132285972,0.038475084,0.100608892,-0.001995295,0.033158344,-0.404140251,-0.007744505,2.728776446,-0.537696454,0.041165713,-2.734914147,0.5467983,-1.068156481,0.404871301,Bingkai
0,0,3,8,8,8,8,8,3,8,7,7,7,7,1,1,1,1,3,4,3,1,1,1,8,1,5,7,7,7,7,7,5,5,5,5,Not tracked,Not tracked,Not tracked,Open,Open,Open,Open,Open,Open,Open,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not tracked,Not tracked,Not tracked,Not tracked,Unknown,Open,Open,Open,Open,Open,Open,Open,Open,Unknown,Unknown,Unknown,Unknown,Unknown,Not tracked,Dada,Dada,0.097230206,-0.13450575,-0.030840518,0.101198591,-0.016837537,0.036262468,-0.103053261,-0.130619055,0.020513197,0.094739136,0.009111242,0.041198843,-0.430115007,-0.003548458,2.683226829,-0.719172303,-0.830148219,-2.754424196,0.727330326,-1.269308869,0.430873056,Bingkai
0,7,0,0,4,8,8,8,8,8,8,8,7,8,7,4,1,1,0,0,0,8,3,1,1,8,0,7,7,7,7,7,7,5,5,5,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Open,Open,Open,Open,Open,Open,Open,Open,Unknown,Unknown,Lasso,Unknown,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Unknown,Open,Open,Open,Open,Open,Open,Open,Unknown,Unknown,Unknown,Unknown,Not tracked,Dada,Dada,0.109923061,-0.12512516,-0.042523348,0.114477739,-0.017967709,0.040451735,-0.106473702,-0.114739418,0.037792033,0.113187198,0.00525309,0.037533301,-0.408336528,-0.004265235,2.803079191,-0.516530334,-1.067128285,-0.472688395,0.632252212,0.660974511,0.408610542,Bingkai
0,0,0,8,8,8,8,8,7,7,3,8,1,4,1,3,7,0,0,0,0,3,1,1,1,1,7,7,6,7,5,5,5,3,2,0,Not tracked,Not tracked,Not tracked,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Unknown,Open,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Open,Open,Open,Open,Open,Open,Open,Open,Open,Unknown,Open,Not tracked,Not tracked,Not tracked,Dada,Dada,0.096108974,-0.140420143,-0.051181204,0.085957715,-0.027443547,0.029456993,-0.094068714,-0.134853873,0.03966089,0.083144089,0.00375703,0.030764814,-0.37023157,-0.005118479,2.659058096,-0.456841136,-0.794725069,-2.636666476,0.297897298,-0.441301673,0.37092076,Bingkai
0,0,0,8,8,8,8,8,7,3,7,7,7,1,2,4,1,8,0,0,1,1,1,8,1,1,7,6,7,7,7,5,5,5,5,7,Not tracked,Not tracked,Not tracked,Unknown,Unknown,Open,Open,Open,Open,Open,Unknown,Unknown,Open,Open,Unknown,Unknown,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Unknown,Unknown,Not tracked,Dada,Dada,0.097947471,-0.134456115,-0.028088367,0.094054381,-0.014373432,0.036651583,-0.10261302,-0.132079274,0.028323914,0.093420669,-0.000451194,0.032799023,-0.430006433,-0.010419958,2.705825924,-0.928028432,-0.656610975,-2.594823483,0.838896414,0.092999926,0.430598019,Bingkai
0,8,8,8,8,8,8,7,8,7,7,7,4,4,4,1,2,1,0,0,3,1,1,1,1,7,7,7,7,7,5,5,5,1,0,0,Not tracked,Not tracked,Unknown,Unknown,Open,Open,Open,Open,Open,Unknown,Open,Open,Open,Lasso,Unknown,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Unknown,Unknown,Open,Open,Open,Open,Open,Open,Open,Open,Open,Unknown,Unknown,Not tracked,Not tracked,Not tracked,Dada,Dada,0.098831874,-0.142901559,-0.035780232,0.086223733,-0.019843706,0.029351433,-0.095628139,-0.140335535,0.031342331,0.087039463,0.002487467,0.031188862,-0.41111129,-0.003344999,2.654337879,-0.40572141,-0.34803827,-2.67095599,0.415803565,-0.307361146,0.411957627,Bingkai
0,5,7,8,8,8,8,7,7,8,7,7,7,1,4,4,0,0,3,3,3,1,1,8,1,7,7,7,7,7,7,5,5,5,1,1,Not tracked,Not tracked,Not tracked,Open,Open,Open,Open,Open,Open,Unknown,Open,Open,Open,Open,Unknown,Unknown,Not tracked,Not tracked,Not tracked,Not tracked,Unknown,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Unknown,Unknown,Not tracked,Not tracked,Dada,Dada,0.106078663,-0.133969488,-0.019327229,0.088506215,-0.013051214,0.039981984,-0.104323004,-0.133064876,0.010592843,0.094917763,-0.002153126,0.032810802,-0.474753091,-0.00592625,2.54565215,-0.872284703,0.088213661,-2.728914393,0.90028114,-0.676947937,0.475216691,Bingkai
3,3,8,8,8,8,8,8,8,7,8,7,7,3,1,1,1,2,3,3,0,1,1,1,1,1,7,7,7,7,7,5,6,5,5,3,Not tracked,Not tracked,Not tracked,Unknown,Open,Open,Open,Open,Open,Open,Unknown,Open,Open,Open,Open,Lasso,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Unknown,Not tracked,Not tracked,Kepala,Dada,0.105168852,-0.12927693,-0.022203534,0.108291839,-0.008418089,0.0424995,-0.105675639,-0.125918469,0.013905357,0.111803271,0.002162413,0.038689189,-0.464854253,-0.001553507,2.751256391,-0.851298424,-0.647031268,-2.735201173,0.81472853,-0.522894766,0.465227823,Bingkai
8,8,5,8,3,8,8,8,8,8,7,7,7,7,0,4,1,1,0,1,3,8,3,8,8,1,1,7,7,7,7,7,5,5,5,1,Not tracked,Not tracked,Not tracked,Open,Open,Unknown,Open,Open,Open,Open,Unknown,Unknown,Open,Open,Open,Unknown,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Unknown,Unknown,Unknown,Open,Open,Open,Open,Open,Open,Open,Open,Open,Unknown,Not tracked,Not tracked,Dada,Dada,0.097365801,-0.136091026,-0.031450098,0.109396996,-0.015511614,0.032569431,-0.097657657,-0.131553291,0.027052927,0.110050091,0.0058934,0.0410747,-0.417912618,0.005512403,2.678991077,-0.586012758,0.398612341,-2.708016153,0.620175084,-0.920328622,0.42052621,Bingkai
3,8,0,8,8,8,8,8,8,7,7,7,7,7,7,1,1,4,0,0,4,0,8,1,1,1,1,7,7,7,7,7,7,7,4,5,Not tracked,Not tracked,Not tracked,Not tracked,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Unknown,Unknown,Not tracked,Not tracked,Not tracked,Not tracked,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Unknown,Dada,Dada,0.110760161,-0.124058084,-0.013651392,0.124427694,-0.011819767,0.045626929,-0.105768268,-0.127265369,0.019640359,0.134445836,0.00460815,0.047807631,-0.469386462,0.011542011,2.814740639,-0.924224878,-1.517297176,-2.715048568,0.853027225,-0.251678679,0.470313001,Bingkai
0,5,0,8,8,8,8,7,8,7,7,7,4,4,1,0,2,0,5,4,0,2,2,1,8,7,7,7,7,7,5,5,5,1,0,5,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Unknown,Open,Open,Open,Unknown,Unknown,Open,Open,Unknown,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Not tracked,Unknown,Unknown,Open,Open,Open,Open,Open,Open,Open,Unknown,Not tracked,Not tracked,Not tracked,Not tracked,Dada,Dada,0.103076671,-0.133723836,-0.045934761,0.080956325,-0.018939438,0.034045192,-0.085993563,-0.136868482,0.050823343,0.08956794,0.007628004,0.031050212,-0.363871846,4.28E-05,2.740471132,-0.410616883,-0.426951474,-2.267173158,0.254484941,-0.593084867,0.366016763,Bingkai
