kuantKiri[4],kuantKiri[6],kuantKiri[8],kuantKiri[10],kuantKiri[12],kuantKiri[14],kuantKiri[16],kuantKiri[18],kuantKiri[20],kuantKiri[22],kuantKiri[24],kuantKiri[26],kuantKiri[28],kuantKiri[30],kuantKiri[32],kuantKiri[34],kuantKiri[36],kuantKiri[38],kuantKanan[4],kuantKanan[6],kuantKanan[8],kuantKanan[10],kuantKanan[12],kuantKanan[14],kuantKanan[16],kuantKanan[18],kuantKanan[20],kuantKanan[22],kuantKanan[24],kuantKanan[26],kuantKanan[28],kuantKanan[30],kuantKanan[32],kuantKanan[34],kuantKanan[36],kuantKanan[38],tanganKiri,tanganKanan,SRERX,SRERY,ERWRX,ERWRY,WRHRX,WRHRY,SLELX,SLELY,ELWLX,ELWLY,WLHLX,WLHLY,HRHLX,HRHLY,SSSRER,SRERWR,ERWRHR,SSSLEL,SLELWL,ELWLHL,DisHRHL,stringnamagerakan
0,0,8,8,8,8,3,7,8,7,7,1,1,1,1,0,0,8,3,5,1,1,8,1,6,7,7,7,7,4,5,5,5,5,1,0,Dada,Dada,0.068829407,-0.171926954,-0.073168152,0.120074568,-0.015698921,0.026362424,-0.071225791,-0.18175374,0.03964141,0.100998951,0.014982428,0.027973858,-0.324248156,-0.019201021,2.469586625,-0.001124642,0.621699397,-2.366654473,0.178207511,-0.179857357,0.328650456,Bingkai
8,1,8,8,8,8,3,7,7,7,7,7,7,1,2,0,1,1,0,1,1,1,8,8,5,7,7,7,7,7,7,0,5,3,4,5,Dada,Dada,0.076078595,-0.180053526,-0.033421338,0.124168738,-0.004047192,0.026565623,-0.059756272,-0.194770937,0.008878928,0.113083304,-0.000417155,0.024665941,-0.423451338,-0.026366695,2.485722892,-0.472979322,1.002870773,-2.301801113,0.786985482,-0.952415183,0.425319437,Bingkai
0,3,0,3,2,0,7,7,5,0,3,0,0,0,4,0,0,0,6,6,4,5,7,7,0,7,3,2,3,4,4,5,6,7,3,8,Perut,Kepala,0.011666667,0.010833333,-0.093611111,0.178333333,-0.0225,0.037777778,-0.041944444,-0.255833333,-0.023333333,-0.208055556,-0.003333333,-0.071388889,-0.293333333,-0.774722222,-0.769350054,-0.251948396,-0.567717693,-2.004762056,-2.915534097,-1.331688614,0.838381287,Bingung
7,0,0,5,3,1,7,0,3,0,3,3,0,3,3,0,1,0,0,0,3,4,4,7,7,8,1,1,3,3,5,4,5,6,7,8,Perut,Dada,0.074212963,-0.000532407,-0.144544753,0.17412037,-0.047013889,0.045771605,-0.047276235,-0.257384259,-0.015092593,-0.206890432,-0.001759259,-0.074205247,-0.273703704,-0.792631173,-0.157644635,-1.180157079,-1.309713346,-2.203080995,-2.76295421,-1.736062253,0.843487231,Bingung
3,0,0,0,0,1,3,1,0,8,0,0,0,0,0,0,5,1,0,5,4,3,4,5,5,6,7,8,8,1,2,2,3,3,4,4,Perut,Kepala,0.088120535,-0.029390843,-0.135157828,0.18699392,-0.036841832,0.046547663,-0.04552259,-0.258092117,-0.008954547,-0.205931243,0.006665309,-0.075381331,-0.296175697,-0.76838166,0.638075832,-0.83632599,-0.711370694,-2.19395363,-3.096485339,-3.085365494,0.828798178,Bingung
3,0,0,5,3,0,0,7,0,0,0,1,0,0,0,3,0,0,0,0,3,3,4,5,5,7,7,8,1,1,2,3,3,4,4,5,Perut,Kepala,0.071892237,-0.014983079,-0.127087717,0.185194276,-0.037967829,0.048792991,-0.038486739,-0.244391448,0.001417929,-0.222386979,0.005185147,-0.076816148,-0.263227103,-0.785510602,0.252402493,-1.090944599,-0.322882655,-2.172010114,-2.889839757,-2.120140663,0.834394771,Bingung
0,0,5,0,3,1,0,0,0,0,0,0,0,5,1,0,0,0,0,3,3,4,5,6,6,8,1,1,2,2,3,4,4,5,5,7,Perut,Dada,0.078612571,0.014664365,-0.134303308,0.181037959,-0.046117259,0.047761414,-0.045122289,-0.248089808,-0.002105387,-0.226815113,0.007110482,-0.074573161,-0.262965453,-0.802967215,-1.159774341,-1.360190923,-1.910927541,-2.19360159,-3.055813147,-3.073113933,0.848453783,Bingung
0,0,0,0,0,0,7,0,8,0,0,0,5,0,0,0,0,0,3,3,4,5,6,7,7,8,1,1,2,3,4,5,5,6,6,8,Perut,Kepala,0.082739238,0.020129566,-0.145119536,0.168084388,-0.045169924,0.044660039,-0.04458673,-0.250502495,-0.002836261,-0.223522642,0.007697513,-0.075960366,-0.254526818,-0.806749089,-1.336545625,-1.343901479,-1.357303357,-2.239995394,-3.063345247,-2.762646688,0.85085195,Bingung
3,3,5,1,0,7,0,0,0,0,5,3,0,0,0,8,0,0,3,3,4,5,5,7,8,1,2,3,4,4,4,5,6,7,0,8,Perut,Kepala,0.092602422,0.003657507,-0.154070308,0.179381238,-0.043198434,0.042009769,-0.04486465,-0.258109956,-0.002077806,-0.217610743,0.002930322,-0.07478855,-0.264339913,-0.794820022,-0.824002083,-1.152420771,-1.169010915,-2.18175531,-3.064020897,-3.180271088,0.841536239,Bingung
0,0,0,0,0,0,0,3,0,0,0,1,0,0,8,1,0,0,7,7,8,1,2,1,3,3,4,5,5,6,7,1,1,2,3,3,Perut,Kepala,0.089516734,0.005934931,-0.149557509,0.173871701,-0.048422179,0.047000271,-0.040135129,-0.252169721,-0.002557717,-0.219378076,0.005359176,-0.075410793,-0.253453886,-0.795411667,-1.239462207,-1.252946911,-0.661149598,-2.194333902,-3.0810233,-3.145096747,0.84035204,Bingung
0,0,0,0,0,4,0,8,8,0,3,0,0,0,0,0,8,0,0,3,3,3,4,6,7,8,1,2,3,4,5,6,6,8,8,1,Perut,Dada,0.082607652,0.003600258,-0.155609226,0.168629531,-0.041163906,0.041787809,-0.043217697,-0.260541798,-0.004268949,-0.217954767,0.006709382,-0.074533496,-0.243135381,-0.772735657,-0.434272418,-1.193123056,-1.016362371,-2.188014766,-3.083169148,-3.116720221,0.815571203,Bingung
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,3,5,3,4,4,5,6,7,8,3,1,2,2,3,4,5,6,6,8,Perut,Dada,0.061461324,0.008433341,-0.150155812,0.172461931,-0.041698997,0.042549661,-0.042311603,-0.264737272,-0.010674137,-0.211332077,0.000741927,-0.077348153,-0.244531538,-0.790353768,0.130612598,-1.362763985,-0.499234251,-2.184071173,-2.946176617,-2.469693438,0.832448465,Bingung
0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,3,0,0,3,3,3,3,4,6,7,7,8,1,1,2,3,4,5,6,7,Perut,Dada,0.066151703,-0.004487963,-0.143615439,0.177012831,-0.038936083,0.046459713,-0.054230878,-0.263742702,-0.017796504,-0.209481447,-0.004423835,-0.076315226,-0.281236987,-0.783898716,-0.138397166,-1.244371568,-0.233336992,-2.274103789,-2.75616646,-0.044559573,0.838637262,Bingung
0,0,1,0,0,5,1,6,5,2,7,8,7,8,7,4,8,7,0,5,1,0,0,5,7,5,6,0,7,7,7,7,7,6,7,7,Perut,Dada,0.095277778,-0.204166667,-0.106666667,0.001666667,-0.040277778,-0.0125,-0.045555556,-0.224444444,0.126944444,-0.002777778,0.050277778,-0.002777778,-0.155555556,-0.018333333,2.257596938,1.111672778,-1.140024222,-2.036177641,-1.404003711,0.630668408,0.157614992,Badan
8,7,8,0,0,8,0,7,7,8,5,7,8,7,7,7,7,8,0,1,3,7,1,0,7,0,7,7,6,7,7,7,7,7,7,7,Perut,Perut,0.07320216,-0.206782407,-0.088240741,-0.063009259,-0.050563272,-0.024513889,-0.073765432,-0.212345679,0.097137346,-0.084799383,0.045285494,-0.020354938,-0.218209877,-0.01912037,2.259388566,1.799291759,0.385428999,-2.227252585,-1.960487702,-1.450243232,0.219264893,Badan
0,0,0,3,1,1,7,7,7,7,7,8,0,4,7,7,7,7,0,1,5,1,5,7,7,1,1,7,7,7,7,6,7,8,7,7,Perut,Perut,0.056453088,-0.228284554,-0.092089692,-0.05723226,-0.020301361,-0.017148545,-0.064902597,-0.213960143,0.075885137,-0.091732098,0.057411486,-0.021366015,-0.230662199,-0.028348087,2.168878705,1.777395412,0.546221099,-2.239505864,-2.126614442,-2.039648417,0.233132347,Badan
0,0,8,4,8,4,7,7,7,5,7,7,7,5,7,7,7,0,0,0,1,5,1,6,0,7,7,6,7,7,7,6,7,0,1,0,Perut,Perut,0.058790364,-0.224119015,-0.077002491,-0.046034229,-0.044452816,-0.022420793,-0.052636183,-0.221498893,0.080996809,-0.076714781,0.044094763,-0.023649056,-0.218629506,-0.033009669,2.177751019,1.688602778,0.445289996,-2.166175234,-2.014183891,-1.08333412,0.221748313,Badan
7,8,8,8,4,8,7,7,7,8,7,0,3,7,8,8,0,0,1,0,0,0,5,0,7,7,7,7,7,7,6,7,7,7,7,1,Perut,Perut,0.064883326,-0.22531182,-0.098307872,-0.035706817,-0.043830596,-0.016221004,-0.069778269,-0.210672453,0.094946757,-0.07738944,0.043861184,-0.020157137,-0.206603881,-0.034678248,2.208290945,1.601708416,0.136863537,-2.256128646,-1.964925187,-1.537484621,0.209862643,Badan
0,0,0,1,8,8,5,4,0,4,7,7,8,3,0,7,6,7,0,0,0,6,1,7,6,5,0,5,7,7,7,5,7,0,5,7,Perut,Perut,0.121802315,-0.191814217,-0.102452996,-0.059047412,-0.062884183,-0.012395028,-0.088327174,-0.211963124,0.103192965,-0.053538596,0.063162811,-0.022504365,-0.228238997,-0.025963285,2.499507893,1.508119866,1.353454129,-2.328323796,-1.669304975,-0.642753658,0.230000241,Badan
7,4,8,8,8,8,3,8,0,7,7,5,4,4,7,7,8,8,0,5,1,1,1,7,6,1,5,7,7,5,5,5,7,1,8,0,Perut,Perut,0.11326528,-0.188242141,-0.102656214,-0.070138154,-0.044099448,-0.024824379,-0.08985982,-0.206220651,0.094624377,-0.072888533,0.041977749,-0.027463352,-0.270592777,-0.026925898,2.469598633,1.605574394,0.596045706,-2.358303796,-1.753310764,-0.780359329,0.27274187,Badan
8,0,0,0,3,1,7,8,3,8,6,7,8,8,0,7,7,7,0,5,5,1,1,4,7,7,5,7,6,7,0,7,7,7,8,7,Perut,Perut,0.109812924,-0.188284504,-0.093684895,-0.073059393,-0.048169429,-0.025689566,-0.087218328,-0.207672796,0.072628455,-0.05841357,0.034499382,-0.044096204,-0.297794244,-0.026581275,2.457287158,1.674298062,1.10211941,-2.348651373,-1.643416372,-0.994338576,0.299508902,Badan
7,7,8,0,0,8,8,7,8,7,8,8,7,7,8,8,8,8,0,0,0,3,1,0,7,7,1,7,7,7,7,7,7,7,7,8,Perut,Perut,0.098310041,-0.190114417,-0.089632473,-0.083273966,-0.042899822,-0.028692662,-0.066595076,-0.216147896,0.079261287,-0.053509578,0.037318287,-0.035558716,-0.265507557,-0.008238103,2.402533396,1.810660201,0.109500849,-2.249538564,-1.858964328,-0.641800031,0.27154747,Badan
0,0,0,0,0,8,0,7,7,8,7,8,7,8,4,0,7,3,0,5,1,0,1,7,7,7,1,1,7,7,7,0,6,7,7,5,Perut,Perut,0.107175279,-0.186114289,-0.091656458,-0.077590943,-0.054524995,-0.029963685,-0.10351653,-0.194059664,0.08497948,-0.075653044,0.041592175,-0.028209964,-0.292097432,-0.008839947,2.449620584,1.752125237,1.383502485,-2.42987107,-1.797669554,-0.562307116,0.292658716,Badan
0,1,1,1,8,7,8,8,0,7,7,7,8,3,7,7,7,0,0,0,5,0,0,7,1,7,8,0,0,8,8,6,7,0,7,0,Perut,Perut,0.087421536,-0.196280952,-0.099768235,-0.041599748,-0.052903472,-0.02638788,-0.072597681,-0.214834991,0.12624943,-0.045712585,-0.008011328,-0.015228055,-0.239780484,-0.014412221,2.34112412,1.536970931,-0.877065052,-2.266056331,-1.674028421,-1.460176122,0.241369919,Badan
0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,6,5,Dada,Dada,0.170277778,-0.146944444,-0.0775,0.156111111,-0.034166667,0.045833333,-0.162777778,-0.154722222,0.0625,0.167222222,0.032777778,0.053611111,-0.455277778,0.014444444,2.746941677,-0.400057194,-2.785766675,-2.682373838,0.449689457,2.957920518,0.45553628,Rujuk
0,0,0,0,0,1,1,1,8,1,0,1,4,0,7,0,7,3,0,0,0,0,5,3,5,4,0,6,5,0,5,5,0,5,0,4,Dada,Dada,0.113618827,-0.169637346,-0.074375,0.182947531,-0.029560185,0.054050926,-0.125632716,-0.182631173,0.071180556,0.20492284,0.023132716,0.058433642,-0.369313272,0.015123457,2.604850083,-0.216114317,-1.509921013,-2.59740555,0.276779343,2.108516702,0.369682744,Rujuk
0,0,0,1,0,1,2,1,1,2,0,4,1,4,1,1,1,1,0,0,0,0,0,5,5,0,5,3,5,5,0,5,5,5,5,5,Dada,Dada,0.093289829,-0.186959597,-0.049424672,0.206244558,-0.013556759,0.043513928,-0.085644778,-0.185302956,0.014059553,0.190320157,0.017409825,0.054967927,-0.413618297,-0.001554689,2.508742282,-0.257351103,-0.779711487,-2.486111496,0.368981214,3.002256901,0.413667761,Rujuk
0,0,0,0,0,0,0,1,1,1,1,1,1,4,0,1,1,0,0,0,0,0,0,5,5,0,5,0,5,5,5,5,5,0,0,0,Dada,Dada,0.082869162,-0.194637767,-0.039150685,0.200729016,-0.01620991,0.048430942,-0.077101244,-0.192091749,0.009001654,0.182786671,0.012150273,0.052915776,-0.410378286,-0.01448763,2.408559386,-0.230234343,-0.662091396,-2.412738053,0.340204347,1.858544504,0.410673917,Rujuk
0,0,1,4,1,1,0,1,4,1,1,0,0,1,1,1,3,0,0,0,5,5,0,5,5,5,5,5,5,7,5,0,0,5,5,4,Dada,Dada,0.057479066,-0.218591541,-0.056249345,0.189421859,-0.019271767,0.054921629,-0.067227702,-0.250572602,0.0366196,0.195387953,0.014631289,0.067070151,-0.338526526,-0.016037413,2.199045465,0.015886204,-1.923259007,-2.21049959,0.07708428,1.079675979,0.339412155,Rujuk
0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,5,3,5,5,5,5,5,0,0,5,0,0,5,5,5,5,0,Dada,Dada,0.068818863,-0.228571987,-0.01434026,0.202483941,-0.00886866,0.056247823,-0.073256325,-0.235849239,-0.028705011,0.187649665,0.002906425,0.061585282,-0.471625737,-0.012945484,2.279945295,-0.23800561,-1.723008755,-2.279488193,0.442565227,2.640661953,0.471869631,Rujuk
0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,4,5,5,0,0,5,5,0,0,0,5,Dada,Dada,0.071272237,-0.232097664,-0.022264151,0.186815188,-0.012908078,0.062381364,-0.075519488,-0.230552353,-0.027390976,0.174450347,-0.000699918,0.060333013,-0.466081501,-0.009168939,2.261427257,-0.197407909,-1.834080324,-2.251674598,0.452602867,2.215906361,0.466282535,Rujuk
0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,5,0,0,5,0,6,5,0,0,0,5,5,0,5,5,5,Dada,Dada,0.076424229,-0.226724935,-0.001451782,0.173244866,-0.004247447,0.065621705,-0.064042208,-0.251404232,-0.054927527,0.178456954,-0.005852775,0.06250925,-0.521280042,-0.016921359,2.295681364,-0.332111765,-1.742107889,-2.18628762,0.545717132,3.002667544,0.521590194,Rujuk
0,8,0,0,1,1,4,1,4,1,1,1,1,1,0,3,0,1,5,0,5,0,5,5,5,5,5,5,0,0,0,0,5,5,5,5,Dada,Dada,0.051663908,-0.223400251,-0.04867396,0.167950035,-0.012896796,0.053206498,-0.056554045,-0.227138429,0.014610395,0.152275044,-0.000884146,0.056298232,-0.370502531,-0.010645773,2.179992423,0.016543151,-0.751166479,-2.155341153,0.117205584,0.349079882,0.370724057,Rujuk
0,0,0,0,1,0,3,1,1,0,1,1,1,1,1,1,1,3,0,0,0,5,5,5,5,0,5,5,5,5,0,5,5,7,0,5,Dada,Dada,0.076157331,-0.229261118,0.001147946,0.17577639,-0.008691578,0.063144625,-0.074070946,-0.239364956,-0.045149711,0.185896529,-0.006135671,0.063230506,-0.520847293,-0.00224016,2.2990828,-0.343395695,-2.666001253,-2.266872227,0.537801497,2.495295483,0.520885236,Rujuk
0,0,0,0,1,0,0,0,1,1,0,1,3,1,1,1,1,1,0,0,0,0,5,0,5,0,5,0,0,0,5,5,5,5,7,0,Dada,Dada,0.079615481,-0.225257253,0.022531887,0.1696049,3.63E-05,0.062031795,-0.083168637,-0.245260138,-0.057920825,0.181552681,-0.011559324,0.062311959,-0.585579091,-0.006451116,2.311704095,-0.482385253,-1.341390251,-2.294201224,0.641148367,3.082144652,0.585682245,Rujuk
0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,Perut,Perut,0.070555556,-0.228333333,-0.070277778,-0.000833333,-0.015833333,-0.000277778,-0.036666667,-0.26,-0.03,-0.21,-0.01,-0.070277778,-0.411944444,-0.320833333,2.150360488,0.817306538,-0.717422693,-2.044300009,-1.049036185,2.967547008,0.525078349,Samping
3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,1,5,1,7,1,8,3,1,1,1,1,1,1,Perut,Perut,0.079182099,-0.238009259,-0.045563272,-0.031134259,-0.00599537,0.003881173,-0.041018519,-0.2625,-0.030833333,-0.210555556,-0.000277778,-0.080285494,-0.465054012,-0.301412037,2.217978226,0.682014343,0.396352661,-2.104818456,-3.160834832,-2.913573044,0.55695807,Samping
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,8,1,0,7,7,1,1,1,1,1,1,2,1,1,Perut,Perut,0.064351221,-0.239288587,-0.032612317,-0.042755505,-0.002103391,-0.003392067,-0.029753872,-0.257424769,-0.022246013,-0.219884688,-0.000277992,-0.078395282,-0.451639702,-0.287531954,2.171365536,0.560648643,-0.75967675,-2.080222329,-2.169675586,-2.956284186,0.537674341,Samping
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,1,0,1,1,8,2,8,2,1,1,1,1,1,Perut,Perut,0.056509756,-0.257202461,-0.032850342,-0.047576542,-0.005336205,-0.012316446,-0.030826496,-0.257150688,-0.020617945,-0.226107908,-7.72E-06,-0.072177647,-0.436434436,-0.258820332,2.122638221,0.551872859,-1.390800021,-2.118900495,-3.173092381,-3.133051772,0.509322886,Samping
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,1,1,1,1,1,1,Perut,Perut,0.061856875,-0.246047224,-0.048806212,-0.054797513,-0.009001031,-0.014091294,-0.030857119,-0.257420641,-0.020571464,-0.226285577,-5.96E-09,-0.072000137,-0.424241076,-0.257661127,2.167635815,1.014842488,-1.387442833,-2.118513259,-3.201865765,-3.138098377,0.497651854,Samping
0,0,0,0,0,3,0,7,3,0,0,0,0,7,3,0,0,0,0,0,0,0,0,5,1,0,3,1,1,1,1,1,1,1,1,1,Perut,Perut,0.072273802,-0.248501312,-0.029411284,-0.078466598,-0.004416695,-0.023169203,-0.030857142,-0.267150573,-0.02057143,-0.22628571,-1.66E-10,-0.074500004,-0.450117808,-0.228268365,2.201014286,1.042082818,-1.248725233,-2.066271077,-3.206316651,-3.138102166,0.50671891,Samping
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,8,0,0,7,7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Perut,Perut,0.076159162,-0.25320872,-0.011812817,-0.060292027,0.00193332,-0.021260161,-0.030625661,-0.263817246,-0.020748898,-0.219896825,-0.00371142,-0.072001929,-0.481597313,-0.240407614,2.176715136,0.64726042,-1.311184068,-2.080189259,-3.034687217,-0.85527416,0.540132743,Samping
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,8,0,8,0,0,0,1,1,8,2,7,1,1,1,1,1,1,Perut,Perut,0.073782199,-0.251200242,-0.030328134,-0.078897001,-0.021890741,-0.02559056,-0.030850713,-0.267328257,-0.020576358,-0.226108245,-0.000658651,-0.072000054,-0.433655481,-0.2202891,2.203079812,1.188509956,-0.269439129,-2.065206522,-3.201672803,-2.733507701,0.487383948,Samping
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,2,1,1,2,1,1,Perut,Perut,0.074810017,-0.248573457,-0.013441611,-0.080361803,-0.020695903,-0.021709561,-0.030857138,-0.260206272,-0.020571432,-0.226285577,-0.004198039,-0.072,-0.460743561,-0.222021828,2.222858689,1.188415626,0.181790456,-2.103557091,-3.203152351,-0.559965388,0.512277359,Samping
